id,suraNo,suraName,aya,arabic_text,translation,footnotes
1160,7,Araf,206,اِنَّ الَّذ۪ينَ عِنْدَ رَبِّكَ لَا يَسْتَكْبِرُونَ عَنْ عِبَادَتِه۪ وَيُسَبِّحُونَهُ وَلَهُ يَسْجُدُونَ,"Şüphesiz ki Rabbinin katında olan (melekler), O’na ibadet etmekten büyüklenmez, O’nu tesbih eder ve yalnızca O’na secde ederler.",
1161,8,Enfal,1,يَسْـَٔلُونَكَ عَنِ الْاَنْفَالِۜ قُلِ الْاَنْفَالُ لِلّٰهِ وَالرَّسُولِۚ فَاتَّقُوا اللّٰهَ وَاَصْلِحُوا ذَاتَ بَيْنِكُمْۖ وَاَط۪يعُوا اللّٰهَ وَرَسُولَهُٓ اِنْ كُنْتُمْ مُؤْمِن۪ينَ,"Sana ganimetlerden soruyorlar. De ki: “Ganimetler (hakkında hüküm verme yetkisi) Allah’a ve Resûl’e aittir. Allah’tan korkup sakının ve aranızı düzeltin. Şayet inanmışsanız, Allah’a ve Resûl’üne itaat edin.”",
1162,8,Enfal,2,اِنَّمَا الْمُؤْمِنُونَ الَّذ۪ينَ اِذَا ذُكِرَ اللّٰهُ وَجِلَتْ قُلُوبُهُمْ وَاِذَا تُلِيَتْ عَلَيْهِمْ اٰيَاتُهُ زَادَتْهُمْ ا۪يمَانًا وَعَلٰى رَبِّهِمْ يَتَوَكَّلُونَۚ,"Müminler ancak o kimselerdir ki; Allah anıldığında kalpleri ürpertiyle titrer, O’nun ayetleri okunduğunda imanlarını arttırır ve yalnızca Rablerine tevekkül ederler.",
1163,8,Enfal,3,اَلَّذ۪ينَ يُق۪يمُونَ الصَّلٰوةَ وَمِمَّا رَزَقْنَاهُمْ يُنْفِقُونَۜ,Onlar ki; namazı dosdoğru kılar ve onlara rızık olarak verdiklerimizden infak ederler.,
1164,8,Enfal,4,اُو۬لٰٓئِكَ هُمُ الْمُؤْمِنُونَ حَقًّاۜ لَهُمْ دَرَجَاتٌ عِنْدَ رَبِّهِمْ وَمَغْفِرَةٌ وَرِزْقٌ كَر۪يمٌۚ,"İşte bunlar, hakiki müminlerdir. Onlar için Rableri katında (üstünlük vesilesi olan) dereceler, bağışlanma ve pek değerli bir rızık vardır.",
1165,8,Enfal,5,كَمَٓا اَخْرَجَكَ رَبُّكَ مِنْ بَيْتِكَ بِالْحَقِّۖ وَاِنَّ فَر۪يقًا مِنَ الْمُؤْمِن۪ينَ لَكَارِهُونَۙ,"Müminlerden bir grup istemediği hâlde, Rabbinin seni hak yolunda evinden çıkardığı gibi (ganimetler konusunda bir grup isteksiz olsa da, sen Allah’ın emrettiği gibi davran. Sonuç hayır olacaktır).",
1166,8,Enfal,6,يُجَادِلُونَكَ فِي الْحَقِّ بَعْدَ مَا تَبَيَّنَ كَاَنَّمَا يُسَاقُونَ اِلَى الْمَوْتِ وَهُمْ يَنْظُرُونَۜ,"Hakikat apaçık bir şekilde açığa çıktığı hâlde, âdeta ölüme götürülüşlerini izliyor gibi, (savaşa çıkmamak için) seninle tartışıyorlardı.",
1167,8,Enfal,7,وَاِذْ يَعِدُكُمُ اللّٰهُ اِحْدَى الطَّٓائِفَتَيْنِ اَنَّهَا لَكُمْ وَتَوَدُّونَ اَنَّ غَيْرَ ذَاتِ الشَّوْكَةِ تَكُونُ لَكُمْ وَيُر۪يدُ اللّٰهُ اَنْ يُحِقَّ الْحَقَّ بِكَلِمَاتِه۪ وَيَقْطَعَ دَابِرَ الْكَافِر۪ينَۙ,"(Hatırlayın!) Hani Allah (biri güçlü, diğeri zayıf) iki topluluktan birini size vadetmişti. Siz, (yorulmadan) elde edebileceğiniz güçsüz topluluğu istiyordunuz. Oysa Allah, kelimeleriyle hakkı üstün kılmak ve kâfirlerin (kökünü kurutup) arkalarını kesmek istiyordu.",
1168,8,Enfal,8,لِيُحِقَّ الْحَقَّ وَيُبْطِلَ الْبَاطِلَ وَلَوْ كَرِهَ الْمُجْرِمُونَۚ,"Suçlu günahkârlar hoşlanmasa da, (Allah) hakkı (her daim) üstün kılmak ve batılı da boşa çıkarmak (istiyordu).",
1169,8,Enfal,9,اِذْ تَسْتَغ۪يثُونَ رَبَّكُمْ فَاسْتَجَابَ لَكُمْ اَنّ۪ي مُمِدُّكُمْ بِاَلْفٍ مِنَ الْمَلٰٓئِكَةِ مُرْدِف۪ينَ,(Hatırlayın!) Hani siz Rabbinizden yardım istemiştiniz. O da: “Şüphesiz ki peş peşe inen bin melekle sizi destekleyeceğim.” diye duanıza icabet etmişti.,
1170,8,Enfal,10,وَمَا جَعَلَهُ اللّٰهُ اِلَّا بُشْرٰى وَلِتَطْمَئِنَّ بِه۪ قُلُوبُكُمْۚ وَمَا النَّصْرُ اِلَّا مِنْ عِنْدِ اللّٰهِۜ اِنَّ اللّٰهَ عَز۪يزٌ حَك۪يمٌ۟,"Allah bunu ancak bir müjde ve kalplerinizin mutmain olması için yapmıştı. Yardım/zafer yalnızca Allah katındandır. Şüphesiz ki Allah, (izzet sahibi, her şeyi mağlup eden) Azîz, (hüküm ve hikmet sahibi olan) Hakîm’dir.",
1171,8,Enfal,11,اِذْ يُغَشّ۪يكُمُ النُّعَاسَ اَمَنَةً مِنْهُ وَيُنَزِّلُ عَلَيْكُمْ مِنَ السَّمَٓاءِ مَٓاءً لِيُطَهِّرَكُمْ بِه۪ وَيُذْهِبَ عَنْكُمْ رِجْزَ الشَّيْطَانِ وَلِيَرْبِطَ عَلٰى قُلُوبِكُمْ وَيُثَبِّتَ بِهِ الْاَقْدَامَۜ,"Hani Allah’tan bir güven içinde olasınız diye sizi bir uyku hâli bürümüştü. Ve (Allah) sizi onunla temizlemek, sizden şeytanın pisliklerini gidermek, kalplerinizi (yakin ve kararlılık ile) pekiştirmek ve ayaklarınızı sabit kılmak amacıyla gökten sizin için yağmur indirmişti.",
1172,8,Enfal,12,اِذْ يُوح۪ي رَبُّكَ اِلَى الْمَلٰٓئِكَةِ اَنّ۪ي مَعَكُمْ فَثَبِّتُوا الَّذ۪ينَ اٰمَنُواۜ سَاُلْق۪ي ف۪ي قُلُوبِ الَّذ۪ينَ كَفَرُوا الرُّعْبَ فَاضْرِبُوا فَوْقَ الْاَعْنَاقِ وَاضْرِبُوا مِنْهُمْ كُلَّ بَنَانٍۜ,"Hani Rabbin meleklere vahyediyordu: “Şüphesiz ki ben, sizinle beraberim, iman edenleri sabit kılın. Ben, kâfirlerin kalplerine şiddetli bir korku salacağım. (Öyleyse) vurun boyunların üstüne, vurun onların bütün parmaklarına!”",
1173,8,Enfal,13,ذٰلِكَ بِاَنَّهُمْ شَٓاقُّوا اللّٰهَ وَرَسُولَهُۚ وَمَنْ يُشَاقِقِ اللّٰهَ وَرَسُولَهُ فَاِنَّ اللّٰهَ شَد۪يدُ الْعِقَابِ,"Bunun nedeni, onların Allah’a ve Resûl’üne başkaldırmaları/karşı safta yer almalarıdır. Kim de Allah’a ve Resûl’üne başkaldırıp/karşı safta yer alırsa, şüphesiz ki Allah, cezası çetin olandır.",
1174,8,Enfal,14,ذٰلِكُمْ فَذُوقُوهُ وَاَنَّ لِلْكَافِر۪ينَ عَذَابَ النَّارِ,"Bu, sizin (şu anki azabınızdır), onu tadın. Şüphesiz kâfirler için (bir de) ateşin azabı vardır.",
1175,8,Enfal,15,يَٓا اَيُّهَا الَّذ۪ينَ اٰمَنُٓوا اِذَا لَق۪يتُمُ الَّذ۪ينَ كَفَرُوا زَحْفًا فَلَا تُوَلُّوهُمُ الْاَدْبَارَۚ,"Ey iman edenler! Kâfirlerle topluluk olarak karşılaştığınızda, (savaştan kaçarak) onlara arkanızı dönmeyin.",
1176,8,Enfal,16,وَمَنْ يُوَلِّهِمْ يَوْمَئِذٍ دُبُرَهُٓ اِلَّا مُتَحَرِّفًا لِقِتَالٍ اَوْ مُتَحَيِّزًا اِلٰى فِئَةٍ فَقَدْ بَٓاءَ بِغَضَبٍ مِنَ اللّٰهِ وَمَأْوٰيهُ جَهَنَّمُۜ وَبِئْسَ الْمَص۪يرُ,"Kim de o gün savaşta yer edinmek ya da başka bir bölüğe katılmak dışında onlara arkasını döner (savaş meydanından kaçarsa), şüphesiz Allah’ın gazabına uğramıştır. Onun barınağı cehennemdir. O ne kötü bir dönüş yeridir.",
1177,8,Enfal,17,فَلَمْ تَقْتُلُوهُمْ وَلٰكِنَّ اللّٰهَ قَتَلَهُمْۖ وَمَا رَمَيْتَ اِذْ رَمَيْتَ وَلٰكِنَّ اللّٰهَ رَمٰىۚ وَلِيُبْلِيَ الْمُؤْمِن۪ينَ مِنْهُ بَلَٓاءً حَسَنًاۜ اِنَّ اللّٰهَ سَم۪يعٌ عَل۪يمٌ,"Onları öldüren siz değildiniz, fakat Allah onları öldürdü. Attığın zaman sen atmıyordun fakat Allah’tı (asıl) atan. Müminlere (zafer nimetini tattırmak ve onları) onunla güzel bir imtihana tabi tutmak için (böyle yaptı). Şüphesiz ki Allah, (işiten ve dualara icabet eden) Semi’, (her şeyi bilen) Alîm’dir.",
1178,8,Enfal,18,ذٰلِكُمْ وَاَنَّ اللّٰهَ مُوهِنُ كَيْدِ الْكَافِر۪ينَ,"Sizin hâliniz böyledir işte. (Hep yardıma nail olursunuz.) Şüphesiz ki Allah, kâfirlerin tuzaklarını boşa çıkarandır.",
1179,8,Enfal,19,اِنْ تَسْتَفْتِحُوا فَقَدْ جَٓاءَكُمُ الْفَتْحُۚ وَاِنْ تَنْتَهُوا فَهُوَ خَيْرٌ لَكُمْۚ وَاِنْ تَعُودُوا نَعُدْۚ وَلَنْ تُغْنِيَ عَنْكُمْ فِئَتُكُمْ شَيْـًٔا وَلَوْ كَثُرَتْۙ وَاَنَّ اللّٰهَ مَعَ الْمُؤْمِن۪ينَ۟,"(Ey Kureyşliler!) Şayet fetih istiyorduysanız, işte size fetih geldi. (Allah, Resûl’ünü muvaffak kıldı.) Şayet (küfrünüze ve düşmanlığınıza) son verirseniz, bu sizin için daha hayırlıdır. (Eski hâlinize) geri dönerseniz, biz de döneriz. Topluluğunuz çok da olsa, size hiçbir faydası olmaz. Çünkü Allah, müminlerle beraberdir.",
1180,8,Enfal,20,يَٓا اَيُّهَا الَّذ۪ينَ اٰمَنُٓوا اَط۪يعُوا اللّٰهَ وَرَسُولَهُ وَلَا تَوَلَّوْا عَنْهُ وَاَنْتُمْ تَسْمَعُونَۚ,Ey iman edenler! Allah’a ve Resûl’üne itaat edin. Onu işitip dinlediğiniz hâlde ondan yüz çevirmeyin.,
1181,8,Enfal,21,وَلَا تَكُونُوا كَالَّذ۪ينَ قَالُوا سَمِعْنَا وَهُمْ لَا يَسْمَعُونَ,"“İşittik.” dedikleri hâlde, işitmeyen kimseler gibi olmayın.",
1182,8,Enfal,22,اِنَّ شَرَّ الدَّوَٓابِّ عِنْدَ اللّٰهِ الصُّمُّ الْبُكْمُ الَّذ۪ينَ لَا يَعْقِلُونَ,"Allah katında canlıların en şerli olanı (hakka karşı) sağır ve dilsiz olan, akletmeyen kimselerdir.",
1183,8,Enfal,23,وَلَوْ عَلِمَ اللّٰهُ ف۪يهِمْ خَيْرًا لَاَسْمَعَهُمْۜ وَلَوْ اَسْمَعَهُمْ لَتَوَلَّوْا وَهُمْ مُعْرِضُونَ,"Şayet Allah, onlarda bir hayır görse elbette onlara işittirirdi. O, işittirse bile (onlar) yüz çevirir, döner gider (yine istifade etmezlerdi).",
1184,8,Enfal,24,يَٓا اَيُّهَا الَّذ۪ينَ اٰمَنُوا اسْتَج۪يبُوا لِلّٰهِ وَلِلرَّسُولِ اِذَا دَعَاكُمْ لِمَا يُحْي۪يكُمْۚ وَاعْلَمُٓوا اَنَّ اللّٰهَ يَحُولُ بَيْنَ الْمَرْءِ وَقَلْبِه۪ وَاَنَّهُٓ اِلَيْهِ تُحْشَرُونَ,"Ey iman edenler! Sizleri, size hayat verecek şeylere davet ettiğinde Allah’a ve Resûl’e icabet edin. Bilin ki Allah, kişiyle kalbi (düşünceleri) arasına girer. Ve muhakkak (diriltilip), O’nun huzurunda toplanacaksınız.",
1185,8,Enfal,25,وَاتَّقُوا فِتْنَةً لَا تُص۪يبَنَّ الَّذ۪ينَ ظَلَمُوا مِنْكُمْ خَٓاصَّةًۚ وَاعْلَمُٓوا اَنَّ اللّٰهَ شَد۪يدُ الْعِقَابِ,"Yalnızca sizden zalimlerin başına gelmekle kalmayacak, (suçlu suçsuz herkesi kuşatacak o dehşetli) fitneden sakının. Bilin ki Allah, cezası çetin olandır.",
1186,8,Enfal,26,وَاذْكُرُٓوا اِذْ اَنْتُمْ قَل۪يلٌ مُسْتَضْعَفُونَ فِي الْاَرْضِ تَخَافُونَ اَنْ يَتَخَطَّفَكُمُ النَّاسُ فَاٰوٰيكُمْ وَاَيَّدَكُمْ بِنَصْرِه۪ وَرَزَقَكُمْ مِنَ الطَّيِّبَاتِ لَعَلَّكُمْ تَشْكُرُونَ,"Hatırlayın! Hani siz, sayıca azdınız, yeryüzünde (müstekbirler tarafından) zayıf bırakılmıştınız ve insanların sizi kapıp kaçırmasından korkuyordunuz. (Siz bu hâldeyken) o sizleri (Medine’de) barındırdı, yardımıyla destekledi ve temiz şeylerle rızıklandırdı ki şükredesiniz.",
1187,8,Enfal,27,يَٓا اَيُّهَا الَّذ۪ينَ اٰمَنُوا لَا تَخُونُوا اللّٰهَ وَالرَّسُولَ وَتَخُونُٓوا اَمَانَاتِكُمْ وَاَنْتُمْ تَعْلَمُونَ,Ey iman edenler! Allah’a ve Resûl’e ihanet etmeyin. (Ayrıca) bile bile emanetlerinize de ihanet etmeyin.,
1188,8,Enfal,28,وَاعْلَمُٓوا اَنَّمَٓا اَمْوَالُكُمْ وَاَوْلَادُكُمْ فِتْنَةٌۙ وَاَنَّ اللّٰهَ عِنْدَهُٓ اَجْرٌ عَظ۪يمٌ۟,Bilin ki; mallarınız ve evlatlarınız sizin için ancak birer fitnedir. Şüphe yok ki Allah’ın yanında büyük bir mükâfat vardır.,
1189,8,Enfal,29,يَٓا اَيُّهَا الَّذ۪ينَ اٰمَنُٓوا اِنْ تَتَّقُوا اللّٰهَ يَجْعَلْ لَكُمْ فُرْقَانًا وَيُكَفِّرْ عَنْكُمْ سَيِّـَٔاتِكُمْ وَيَغْفِرْ لَكُمْۜ وَاللّٰهُ ذُو الْفَضْلِ الْعَظ۪يمِ,"Ey iman edenler! Allah’tan korkup sakınırsanız size (hakla batılı, doğruyla yanlışı, faydalı olanla faydasızı rahatlıkla birbirinden ayıracağınız) bir furkan verir, kusurlarınızı örter, günahlarınızı bağışlar. Allah, büyük lütuf ve ihsan sahibidir.",
1190,8,Enfal,30,وَاِذْ يَمْكُرُ بِكَ الَّذ۪ينَ كَفَرُوا لِيُثْبِتُوكَ اَوْ يَقْتُلُوكَ اَوْ يُخْرِجُوكَۜ وَيَمْكُرُونَ وَيَمْكُرُ اللّٰهُۜ وَاللّٰهُ خَيْرُ الْمَاكِر۪ينَ,"(Hatırlayın!) Hani kâfirler seni hapsetmek, öldürmek ya da (yurdundan) çıkarmak için tuzak kuruyorlardı. Onlar tuzak kuruyorlar, Allah da (tuzaklarını boşa çıkaracak ve onlara zarar verecek şekilde karşı) tuzak kuruyordu. Allah, tuzak kuranların en hayırlısıdır.",
1191,8,Enfal,31,وَاِذَا تُتْلٰى عَلَيْهِمْ اٰيَاتُنَا قَالُوا قَدْ سَمِعْنَا لَوْ نَشَٓاءُ لَقُلْنَا مِثْلَ هٰذَٓاۙ اِنْ هٰذَٓا اِلَّٓا اَسَاط۪يرُ الْاَوَّل۪ينَ,Onlara ayetlerimiz okunduğunda: “Duyduk. Dilesek bunun bir benzerini biz de söyleyebiliriz. Bu öncekilerin masallarından başka bir şey değildir.” dediler.,
1192,8,Enfal,32,وَاِذْ قَالُوا اللّٰهُمَّ اِنْ كَانَ هٰذَا هُوَ الْحَقَّ مِنْ عِنْدِكَ فَاَمْطِرْ عَلَيْنَا حِجَارَةً مِنَ السَّمَٓاءِ اَوِ ائْتِنَا بِعَذَابٍ اَل۪يمٍ,"(Hatırlayın!) Hani demişlerdi ki: “Allah’ım! Şayet bu (Kur’ân), senin katından gelmiş bir hakikatse, gökten tepemize taş yağdır veya bize can yakıcı bir azap ver.”",
1193,8,Enfal,33,وَمَا كَانَ اللّٰهُ لِيُعَذِّبَهُمْ وَاَنْتَ ف۪يهِمْۜ وَمَا كَانَ اللّٰهُ مُعَذِّبَهُمْ وَهُمْ يَسْتَغْفِرُونَ,"Oysa, içlerinde olduğun sürece, Allah onlara azap edecek değildir. (Ayrıca) onlar bağışlanma dileyip dururken de Allah onlara azap edecek değildir.",
1194,8,Enfal,34,وَمَا لَهُمْ اَلَّا يُعَذِّبَهُمُ اللّٰهُ وَهُمْ يَصُدُّونَ عَنِ الْمَسْجِدِ الْحَرَامِ وَمَا كَانُٓوا اَوْلِيَٓاءَهُۜ اِنْ اَوْلِيَٓاؤُ۬هُٓ اِلَّا الْمُتَّقُونَ وَلٰكِنَّ اَكْثَرَهُمْ لَا يَعْلَمُونَ,"Onlar, insanları Mescid-i Haram’dan alıkoyup dururken ne diye Allah onlara azap etmeyecekmiş? Onlar (Mescid-i Haram’ın) koruyucusu/hizmetkârı/yakını da değillerdir. Bunlara en layık olanlar muttakilerdir. Fakat onların çoğu bilmezler.",
1195,8,Enfal,35,وَمَا كَانَ صَلَاتُهُمْ عِنْدَ الْبَيْتِ اِلَّا مُكَٓاءً وَتَصْدِيَةًۜ فَذُوقُوا الْعَذَابَ بِمَا كُنْتُمْ تَكْفُرُونَ,"Onların Kâbe yanındaki namazları/duaları, alkış ve ıslıktan başka bir şey değildir. (Öyleyse) kâfir olmanız sebebiyle tadın azabı (bakalım).",
1196,8,Enfal,36,اِنَّ الَّذ۪ينَ كَفَرُوا يُنْفِقُونَ اَمْوَالَهُمْ لِيَصُدُّوا عَنْ سَب۪يلِ اللّٰهِۜ فَسَيُنْفِقُونَهَا ثُمَّ تَكُونُ عَلَيْهِمْ حَسْرَةً ثُمَّ يُغْلَبُونَۜ وَالَّذ۪ينَ كَفَرُٓوا اِلٰى جَهَنَّمَ يُحْشَرُونَۙ,"Hiç kuşkusuz kâfirler, Allah’ın yolundan alıkoymak için mallarını harcarlar. Harcayacaklar da... Sonra o harcamaları (yüreklerini yakan) bir pişmanlığa dönüşecek, sonra da yenilgiye uğrayacaklar. Kâfirler toplanıp cehenneme sürükleneceklerdir.",
1197,8,Enfal,37,لِيَم۪يزَ اللّٰهُ الْخَب۪يثَ مِنَ الطَّيِّبِ وَيَجْعَلَ الْخَب۪يثَ بَعْضَهُ عَلٰى بَعْضٍ فَيَرْكُمَهُ جَم۪يعًا فَيَجْعَلَهُ ف۪ي جَهَنَّمَۜ اُو۬لٰٓئِكَ هُمُ الْخَاسِرُونَ۟,"Bu, Allah’ın temizle pis olanı (mümin ile kâfiri, Allah yolunda harcanan ile batıl yolunda harcananı) birbirinden ayırması, pis olanın tümünü üst üste yığıp cehenneme atması içindir. Bunlar, hüsrana uğrayanların ta kendileridir.",
1198,8,Enfal,38,قُلْ لِلَّذ۪ينَ كَفَرُٓوا اِنْ يَنْتَهُوا يُغْفَرْ لَهُمْ مَا قَدْ سَلَفَۚ وَاِنْ يَعُودُوا فَقَدْ مَضَتْ سُنَّتُ الْاَوَّل۪ينَ,"O kâfirlere de ki: “Şayet (şirk ve küfrü) sonlandırır (tevbe ederlerse), geçmişte yaptıkları bağışlanır. Yok, (küfür ve şirke) geri dönecek olurlarsa öncekilerde (resûlleri yalanlayanlar için var olan) değişmez yasalar işlemeye devam eder.”",
